PNP 1 - 02 - Výdavky na propagáciu, marketing, peňažné a nepeňažné plnenia za 1. polrok 2016;;;;;;;;;
;;;;;;;;;
Modul 1: Výdavky na propagáciu a marketing;;;;;;;;;
Modul 2: Peňažné a nepeňažné plnenia spolu podľa príjemcu (zdravotnícky pracovník, resp. poskytovateľ zdravotnej starostlivosti);;;;;;;;;
;;;;;;;;;
Spoločnosť poskytujúca plnenie;;;;Výdavky na marketing a propagáciu;;"Výdavky na peňažné plnenia Spolu
(v EUR s DPH)";;"Výdavky na nepeňažné plnenia Spolu
(v EUR s DPH)";
Tretment,s.r.o.,Medzilaborce;Medzilaborce;Okres Medzilaborce;Prešovský kraj;0,00;0,00;;;;
Pharma, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Pharmacy, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
SANTÉ, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Mgr. Irena Balážová, Lekáreň Ľubica;Ľubica;Okres Kežmarok;Prešovský kraj;0,00;0,00;;;;
PharmDr. Marián Majda Lekáreň Centrál;Svidník;Okres Svidník;Prešovský kraj;0,00;0,00;;;;
Lekáreň Pri Košickej bráne;Levoča;Okres Levoča;Prešovský kraj;0,00;0,00;;;;
lekáreň Valeriana;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Mgr.Františka Matavová;Spišská Belá;Okres Kežmarok;Prešovský kraj;0,00;0,00;;;;
PharmDr.Viliam Fedorko - MAKOVICA;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
Ing Lukačišinová Alžbeta;Levoča;Okres Levoča;Prešovský kraj;0,00;0,00;;;;
PharmDr.Čarnoká Jana;Levoča;Okres Levoča;Prešovský kraj;0,00;0,00;;;;
PharmDr.Marta Focková;Snina;Okres Snina;Prešovský kraj;;;;;;
BUKÓZA Export-Import, a.s.;Hencovce;Okres Vranov nad Topľou;Prešovský kraj;0,00;0,00;;;;
SINMED s.r.o.;Bartošovce;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
Pharma plus, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
DAM PLUS spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
IMUNA PHARM, a.s.;Šarišské Michaľany;Okres Sabinov;Prešovský kraj;47 758,56;115 328,88;11 950,00;;16 571,47;
GMPP s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Balsam s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
NUUK, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň Echinacea, s.r.o.;Kežmarok;Okres Kežmarok;Prešovský kraj;0,00;0,00;;;360,00;
GALENOS SP,  s.r.o.;Stropkov;Okres Stropkov;Prešovský kraj;0,00;0,00;;;;
Medikocentrum, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PharmaSvit s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
PHARMACY - BE, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY-KS, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY-BL, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY-KE, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - BR, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - PO, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - JL, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY-SL, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY-BA, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň Bellis - KE, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
APOTHEKE, s.r.o.;Stropkov;Okres Stropkov;Prešovský kraj;99,60;1,64;;;;
Včela IM s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
GMpharm s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
UNIVERSA SP s.r.o.;Stropkov;Okres Stropkov;Prešovský kraj;121,12;0,01;;;;
Barmed, s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
Lekáreň Vinbarg s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
VICTORIA Poprad, s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
LIGOT;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - MI, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Pharmácia Lek s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
LEKÁREŇ BREZOVICA, s.ro.;Nižné Repaše;Okres Levoča;Prešovský kraj;0,00;0,00;;;;
LEKÁREŇ HLAVNÁ 79, s.r.o.;Lipany;Okres Sabinov;Prešovský kraj;0,00;0,00;;;;
Lekáreň Remedia Košice, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
IM Pharma, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň Ruža, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
RASA, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
VZP, Vladimíra Kostilníková;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
PharmDr.Viera Bačová;Gaboltov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
ADUSPHARM s.r.o.;Poprad;Okres Poprad;Prešovský kraj;99,60;;;;;
AMARO B;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
MKpharm, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
VitalPharm, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Medium Pharm, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
IKpharm, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
ADUSPLUS s.r.o.;Poprad;Okres Poprad;Prešovský kraj;99,60;;;;;
ADUSCENTRUM s.r.o.;Poprad;Okres Poprad;Prešovský kraj;99,60;;;;;
APAOMA, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Ivera s.r.o.;Vranov nad Topľou;Okres Vranov nad Topľou;Prešovský kraj;0,00;0,00;;;;
Lekáreň Echinacea-Lendak, s. r. o.;Kežmarok;Okres Kežmarok;Prešovský kraj;0,00;0,00;;;380,00;
Kamilka Bardejov s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - STL, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - KF, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - ZV, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - VV, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Farm NM, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Farm PK, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Sakas, spol. s r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
MEDIGEN s.r.o.;Košarovce;Okres Humenné;Prešovský kraj;0,00;0,00;;30,00;;
Cyprián IK s.r.o;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
KK pharm, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Terveys,s.r.o;Vranov nad Topľou;Okres Vranov nad Topľou;Prešovský kraj;0,00;0,00;;;;
caritas spiš s.r o;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
NETPHARMA s.r.o.;Kežmarok;Okres Kežmarok;Prešovský kraj;1 037,70;0,00;;;;
PHARMACY - PD s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Harmonia PP, s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
TM Pharmacy;Terňa;Okres Prešov;Prešovský kraj;80,00;0,00;;;;
Slofit;Kežmarok;Okres Kežmarok;Prešovský kraj;295,20;0,00;;;;
PHARMACY - HC, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - KN, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
CamilMedica s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY-RK,spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
MADOMA s.r.o Nova 41;Levoča;Okres Levoča;Prešovský kraj;0,00;0,00;;;;
PharmaTeam s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Naturafarm, s.r.o.;Terňa;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekaren Slnecnica;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;1,00;;1,00
FedCor s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - PR, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - MC, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - TIPTOP, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
ADUSTRADE s.r.o.;Poprad;Okres Poprad;Prešovský kraj;;;;;;
Lekáreň Marcus s.r.o.;Poprad;Okres Poprad;Prešovský kraj;661,13;;;;;
LM pharm spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
RV pharm spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PopradPharm s.r.o.;Poprad;Okres Poprad;Prešovský kraj;125,00;0,00;;;;
Nemocnica s poliklinikou Považská Bystrica;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;306,00;;;;
PharmDr. Stanislav Kuttner-Lekáreň CENTA;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;0,00;;;;
Mgr. Margita Richterová Lekáreň RIMA;Nová Dubnica;Okres Ilava;Trenčiansky kraj;0,00;0,00;;;;
Mgr. Imrich Weisz - lekáreň PRI NEMOCNICI;Bojnice;Okres Prievidza;Trenčiansky kraj;;;;;;
PharmDr. Komisková Helena, Lekáreň Kanianka;Kanianka;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň Adonis;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;0,00;;;;
Mgr. Miloš Pagáš;Púchov;Okres Púchov;Trenčiansky kraj;;;;;;
EuDent, s. r. o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
BIOHEM, spol. s r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;387 257,60;600,00;;;;
Techmac s.r.o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;0,00;;;;
PHARMAKO, spol. s r.o.;Nováky;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
LEKÁREŇ SEVER, s.r.o.;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
UNIPHARMA - 1. slovenská lekárnická akciová spoločnosť;Bojnice;Okres Prievidza;Trenčiansky kraj;838 231,58;0,00;12 902,20;14 314,42;11 844,23;7,20
Lekáreň Kamélia;Partizánske;Okres Partizánske;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň Arnika;Skačany;Okres Partizánske;Trenčiansky kraj;0,00;0,00;;;;
NATUR STUPAVA spol. s r. o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
Medirel-Slovakia s.r.o.;Nové Mesto nad Váhom;Okres Nové Mesto nad Váhom;Trenčiansky kraj;0,00;0,00;;;;
MiliPharm s.r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
VIVAX Pharmaceuticals, s.r.o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;44 400,00;0,00;20 835,00;64 507,50;0,00;0,00
PharmDr.Helena Divékyová-lekáreň Vaba;Valaská Belá;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
MAPA PÚCHOV;Púchov;Okres Púchov;Trenčiansky kraj;;;;;;
Roncor, a.s.;Moravské Lieskové;Okres Nové Mesto nad Váhom;Trenčiansky kraj;;;;5 366,70;;
MEDAC SR, spol. s r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;4 605,00;0,00;;;;
Lekáreň Melčická;Melčice - Lieskové;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
ZELMAN, s.r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
IlavaMedica s.r.o.;Ilava;Okres Ilava;Trenčiansky kraj;0,00;0,00;;;;
MMVsro;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;20,00;0,00;;20,00;;0,00
lekaren stare mesto s.r.o.;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
NOVAKOPHARM, spol. s r.o.;Nováky;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
LD Bánovce s.r.o.;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
BanPharm s.r.o.;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň ELIXÍR, s.r.o.;Myjava;Okres Myjava;Trenčiansky kraj;30,00;0,00;;30,00;;0,00
Lekáreň u spasiteľa Oslany s.r.o.;Oslany;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
UNILEK s.r.o.;Handlová;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Medium-Med, s.r.o.;Bojnice;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
PHARMAXS s.r.o.;Partizánske;Okres Partizánske;Trenčiansky kraj;0,00;0,00;;;;
DarMedica s.r.o.;Dubnica nad Váhom;Okres Ilava;Trenčiansky kraj;;;;;;
"Mgr. Anna Šťastná - LEKÁREŇ ""ŠŤASTIE""";Prievidza;Okres Prievidza;Trenčiansky kraj;;;;1,00;;1,00
Lejas s.r.o.;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
Top Medical spol. s r.o.;Myjava;Okres Myjava;Trenčiansky kraj;0,00;0,00;;;;
Lekaren bohuslavice, s.ro.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
PdPharm s.r.o.;Prievidza;Okres Prievidza;Trenčiansky kraj;270,00;;;;;
Lekáreň na Sihoti, s.r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň FARMÁCIA FINA;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
BIOXA Therapeutics, s. r. o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň NIKA, s.r.o.;Nemšová;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
PharmaPro, s.r.o.;Trenčianske Jastrabie;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň Sv.Kataríny s.r.o.;Handlová;Okres Prievidza;Trenčiansky kraj;239,04;;;;;
ARNICA MONTANA, s.r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;;;;;
APODEMA s.r.o.;Veľké Uherce;Okres Partizánske;Trenčiansky kraj;119,00;0,00;;;;
Pharmacum BN s.r.o.;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
FitMedica s.r.o.;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Statudent, s.r.o.;Stará Turá;Okres Nové Mesto nad Váhom;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň Delta;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
Pharmawell SK s.r.o.;Handlová;Okres Prievidza;Trenčiansky kraj;47,49;0,00;;;;
Co-Labs, s.r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
ProLife Centrum s.r.o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;0,00;;;;
LEKÁREŇ U POŠTÁRKY;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;0,00;;;;
TREMED s.r.o.;Trenčianske Stankovce;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
BIOMIN a.s.;Cífer;Okres Trnava;Trnavský kraj;0,00;23 604,85;;;;
Lekáreň Aurea;Rohovce;Okres Dunajská Streda;Trnavský kraj;;;;;;
PharmDr. Zuzana Györgyová - Lekáreň VIKTÓRIA;Dunajská Streda;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Lekáreň Na križovatke;Sereď;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Lekáreň PINIA;Borský Mikuláš;Okres Senica;Trnavský kraj;0,00;0,00;;;;
MICHALEK PHARMA, spol. s .r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Actis, s.r.o.;Hlohovec;Okres Hlohovec;Trnavský kraj;0,00;0,00;;;;
VZP MSM;Holíč;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
Lekaren Aida;Mostová;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Lekáreň Herba MV;Pata;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Zdravotnicke potreby;Galanta;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Lekaren pod zamkom;Smolenice;Okres Trnava;Trnavský kraj;500,00;0,00;;10,00;;10,00
Lekáreň Zavar;Zavar;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Lekáreň Kamilka, EBO;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
LEKAREN U SEDEMBOLESTNEJ PANNY MARIEZ;Šaštín - Stráže;Okres Senica;Trnavský kraj;0,00;0,00;;;;
Flos Tilia s.r.o.;Sereď;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Teleflex Medical s.r.o.;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
Akustik plus, s.r.o.;Trnava;Okres Trnava;Trnavský kraj;;;17 540,66;;;
Mgr. Ľubica Kadlíčková;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Euromedius sro;Skalica;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
MEDIJUR;Piešťany;Okres Piešťany;Trnavský kraj;200,00;0,00;;100,00;;50,00
Lekáreň Narcis s.r.o.;Veľká Mača;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Lekáreň Melissa, s.r.o.;Senica;Okres Senica;Trnavský kraj;0,00;0,00;;;;
Apotéka na námesti s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
ALVENA,s.r.o;Trnava;Okres Trnava;Trnavský kraj;2,00;0,00;;;;
PHARMICA S.R.O.;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
VITAE PLUS,spol.s r.o.;Vrbové;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
Lekáreň Andromeda s.r.o.;Trnava;Okres Trnava;Trnavský kraj;440,00;0,00;;;;
MML Topoľčany, spol. s r.o.;Skalica;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
LEKAMED , spol. s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Apotpharm s.r.o;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
SOPHIA-RF s.r.o.;Cerová;Okres Senica;Trnavský kraj;0,00;0,00;;;;
Medalex s.r.o.;Gabčíkovo;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Lekáreň Botanicus;Dolné Saliby;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Pharmacum Trnava s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
KrasMedica s.r.o.;Sereď;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Fakultná nemocnica s poliklinikou Skalica, a.s.;Skalica;Okres Skalica;Trnavský kraj;;;;;;
pharmacy 4u;Dunajská Streda;Okres Dunajská Streda;Trnavský kraj;;;;100,00;;100,00
Verbascum,s.r.o.;Moravský Svätý Ján;Okres Senica;Trnavský kraj;0,00;0,00;;;;
Harmóniapharm s.r.o.;Baloň;Okres Dunajská Streda;Trnavský kraj;;;;;;
CANDE s.r.o.;Piešťany;Okres Piešťany;Trnavský kraj;94 689,00;0,00;77 059,00;17 630,00;;
Lekáreň u sv. Martina, s.r.o.;Suchá nad Parnou;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
VIM-LEK s.r.o;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Amgen Slovakia s.r.o.;Piešťany;Okres Piešťany;Trnavský kraj;130 354,57;78 890,21;37 912,12;2 692,81;75 001,50;696,60
Na prednádraží;Vrbové;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
Omrvinka s.r.o.;Šaštín - Stráže;Okres Senica;Trnavský kraj;0,00;;;;;
TvMedica s.r.o.;Trnava;Okres Trnava;Trnavský kraj;5 610,00;0,00;;;;
Saneca Pharamceuticals a.s.,;Hlohovec;Okres Hlohovec;Trnavský kraj;6 154,06;3 009,95;;2 329,32;472,00;
AVALER s.r.o.;Hlohovec;Okres Hlohovec;Trnavský kraj;0,00;0,00;;;;
BonaMedica s.r.o.;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
PharmNova s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Lekáreň Tyrnavia s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Jankovych a syn sro;Skalica;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
Extenza medical s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Medi-Radiopharma Co Ltd., Hungary;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
McNeil Products Limited, Veľká Británia;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Nicobrand Limited, Spojené kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pierre Fabre Dermo-Cosmetique Tchequie, s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;995,00;2 700,00;;;;
AstraZeneca AB , Švédske kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Engelhard Arzneimittel Gmbh & Co.KG;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Interchemia s.r.o., Česká Republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Mylan Healthcare GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;22 941,89;1 036,80;;;;
Cyathus Exquirere;Zahraničie;Zahraničie;Zahraničie;;2 750,00;;;;
Gilead Sciences International Ltd., Cambridge, CB21 6GT, Veľká Británia;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Merck KGaA, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;15 217,70;;;
Laboratoire HRA - PHARMA;Zahraničie;Zahraničie;Zahraničie;;3 148,80;;;;
"GlaxoSmithKline Trading Services Limited; Carrigaline, Írsko";Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Zakład Farmaceutyczny Adamed Pharma S.A., Poľsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Medindex spol. s.r.o.;Zahraničie;Zahraničie;Zahraničie;7 050,00;0,00;1 800,00;;;
Recordati Ireland Limited, Írsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Recordati Industria Chimica e Farmaceutica S.p.A, Taliansko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
MedImmune, LLC Holandsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
URSAPHARM spol.s.r.o, Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Ursapharm Arzneimittel GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pfizer Limited;Zahraničie;Zahraničie;Zahraničie;;;937,38;;198,00;
INN-FARM d.o.o., Slovinsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Merck Serono S.p.A, Taliansko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Casen Recordati S.L, Španielsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
ÚJV Řež ;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Adamed Sp. z o.o., Poľsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Innotech International;Zahraničie;Zahraničie;Zahraničie;;5 126,84;;;;
AstraZeneca UK Limited;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
BRISTOL-MYERS SQUIBB/PFIZER EEIG;Zahraničie;Zahraničie;Zahraničie;;;;;;
Ipsen Pharma;Zahraničie;Zahraničie;Zahraničie;;49 849,26;;;;
Merck Selbstmedikation GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Zakłady Farmaceutyczne POLPHARMA S.A., organizační složka;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pabianickie Zakłady Farmaceutyczne Polfa S.A., Poľsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
"ViiV Healthcare UK Limited;  Brentford, Spojené kráľovstvo";Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Astellas Pharma Europe B.V.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;117 881,29;7 175,00;22 995,10;0,00
Pronova BioPharma Norge AS, Nórsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
BIOMEDICA, spol. s r.o.  ČR;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
PFIZER EUROPE MA EEIG;Zahraničie;Zahraničie;Zahraničie;;;;;;
Ranbaxy (UK) Ltd., Spojené kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Merck Serono Europe Ltd., Veľká Británia;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Béres Pharmaceuticals Ltd.;Zahraničie;Zahraničie;Zahraničie;;4 643,64;;;;
VUAB Pharma a.s., Česká republika;Zahraničie;Zahraničie;Zahraničie;13 247,05;0,00;;;;
PHARMAGEN CZ s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Laboratoire HRA Pharma, France;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Omrix Biopharmaceuticals N.V., Belgicko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
