PNP 1 - 02 - Výdavky na propagáciu, marketing, peňažné a nepeňažné plnenia za 2. polrok 2016;;;;;;;;;
;;;;;;;;;
Modul 1: Výdavky na propagáciu a marketing;;;;;;;;;
Modul 2: Peňažné a nepeňažné plnenia spolu podľa príjemcu (zdravotnícky pracovník, resp. poskytovateľ zdravotnej starostlivosti);;;;;;;;;
;;;;;;;;;
Spoločnosť poskytujúca plnenie;;;;Výdavky na marketing a propagáciu;;"Výdavky na peňažné plnenia Spolu
(v EUR s DPH)";;"Výdavky na nepeňažné plnenia Spolu
(v EUR s DPH)";
LekMedica s.r.o;Gelnica;Okres Gelnica;Košický kraj;0,00;0,00;;;;
PharmMedica s.r.o;Košice - mestská časť Barca;Okres Košice IV;Košický kraj;0,00;0,00;;;;
SlovMedica s.r.o;Košice - mestská časť Staré Mesto;Okres Košice I;Košický kraj;0,00;0,00;;;;
Mild Cure One, s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;;;;;
Mild Cure Six, s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;44,38;0,00;;;;
Mild Cure Three, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;16,20;0,00;;;;
Mild Cure Four, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;2 135,00;0,00;;1 600,00;;
Mild Cure Five s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;362,40;0,00;;;;
Dr. Max 704 s.r.o;Košice - mestská časť Západ;Okres Košice II;Košický kraj;45,94;0,00;;;;
Dr.Max 703 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;48,00;0,00;;;;
SEVERLEK, s.r.o;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Lekáreň Bella Donna s. r. o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;311,86;0,00;;;;
UNION PLUS s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 602 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;609,31;0,00;;;;
Dr. Max 628, s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;82,85;;;;;
Dr.Max 626 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;18,00;0,00;;;;
Dr.Max 622 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;5 400,00;0,00;;5 400,00;;
Dr.Max 630 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;1 513,20;0,00;;1 500,00;;
Dr. Max 623 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 627 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;83,75;0,00;;;;
Dr.Max 631 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr. Max 616 s. r. o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;737,78;;;;;
Dr. Max 39 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 34 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 36 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;37,55;0,00;;;;
Dr.Max 40 s.r.o;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;0,00;;;;
Dr.Max 38;Košice - mestská časť Západ;Okres Košice II;Košický kraj;6,00;0,00;;;;
Dr.Max 33, s. r. o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;196,98;;;;;
Dr.Max 35 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;16,20;0,00;;;;
Dr.Max 37 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;1 200,00;0,00;;1 200,00;;
Dr. Max 32 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 31 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;211,55;0,00;;;;
Lekareň MEDIKAMENT,s.r.o.;Palín;Okres Michalovce;Košický kraj;0,00;0,00;;;;
Lekáreň viola;Košice - mestská časť Staré Mesto;Okres Košice I;Košický kraj;0,00;0,00;;;;
Apotheka Košice s.r.o;Košice - mestská časť Staré Mesto;Okres Košice I;Košický kraj;0,00;0,00;;;252,74;
Dr.Max 65 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 60 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;48,00;0,00;;;;
Dr.Max 43 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr. Max 44 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 55 s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;8,40;0,00;;;;
Dr.Max 64 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;788,00;0,00;;788,00;;
Dr.Max 41 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr. Max 52 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;911,15;0,00;;;;
Dr.MAX50 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr. Max 48, s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;995,75;;;;;
Dr.Max 56, s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;26,40;0,00;;;;
Dr.Max 58 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;953,98;0,00;;;;
Dr.Max 63 s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max62 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 45 s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;60,84;0,00;;;;
Dr.Max 61, s. r. o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;1 681,57;;;;;
Dr.Max 59 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;37,55;0,00;;;;
Dr.Max 47 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;1 316,64;0,00;;1 300,00;;
Dr. Max 42 s.r.o;Košice - mestská časť Západ;Okres Košice II;Košický kraj;37,54;0,00;;;;
Dr. Max 46 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;526,85;0,00;;;;
Medstar s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Lekáreň Vitae plus s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 68 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 72 S.R.O;Košice - mestská časť Západ;Okres Košice II;Košický kraj;456,00;0,00;;;;
Dr.Max 66 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr. Max 79 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;1 356,00;0,00;;;;
Dr.Max 73 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 70 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;438,00;0,00;;;;
Dr.Max 71 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;211,55;0,00;;;;
Dr.Max78 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
PHARMIG s.r.o.;Košice - mestská časť Šaca;Okres Košice II;Košický kraj;7 944,00;0,00;;;;
Dr.Max 81 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;360,60;0,00;;;;
Dr. Max 85 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;1 791,50;0,00;;;;
Dr. Max 84;Košice - mestská časť Západ;Okres Košice II;Košický kraj;7,20;0,00;;;;
Dr.Max 90, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;36,90;36,00;;;;
Dr.Max 89 s.r.o;Košice - mestská časť Západ;Okres Košice II;Košický kraj;281,57;0,00;;9 096,00;;
Proxamed;Košice - mestská časť Nad jazerom;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 100 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;44 595,78;61 307,86;;;;
Dr. Max 91 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;648,60;0,00;;;;
Fakultná nemocnica s poliklinikou Nové Zámky;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;;;;;;
AGROVARIA export-import spol s.r.o..;Štúrovo;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
Lekaren Alfa-Omega;Nové Sady;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
RNDr. A.Gutmanová;Vráble;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekareň Veča;Šaľa;Okres Šaľa;Nitriansky kraj;0,00;0,00;;;;
PharmDr. Aurélia Gráfelová;Číčov;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
Propharm s.r.o.;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
Lekáreň sv. Rafaela;Ludanice;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
Lekareň Astra;Štúrovo;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
Miroslav Kasana SANUS;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekáreň REMEDIA;Komjatice;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Pri kostole - Mgr. Helena Babínová;Maňa;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
PharmDr. Božena Kelešiová;Mojmírovce;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
PharmDr. Ľubomír Zorgovský - lekáreň MELISSA;Levice;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
Mgr. Anna Valachová;Levice;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
Lekáreň SALVATOR, Mgr Ján Majerčík;Bátorove Kosihy;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
Pharm.Dr.Rábeková Estera-Lekáreň Pod gaštanmi;Trnovec nad Váhom;Okres Šaľa;Nitriansky kraj;0,00;0,00;;;;
Lekáreň ARNIKA;Radošina;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Pod topoľmi;Veľký Cetín;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Tilia, s.r.o.;Želiezovce;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
OrtoPharm s.r.o;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
MED-ART S.R.O.;Nitra;Okres Nitra;Nitriansky kraj;193 583,95;;;50 594,18;;
Lekáreň Zlatý roh,s.r.o.;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
DALEN;Šaľa;Okres Šaľa;Nitriansky kraj;0,00;0,00;;;;
INTERCLASSWOOD;Topoľčany;Okres Topoľčany;Nitriansky kraj;830,80;0,00;;;;
Oktam s.r.o.;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
ComorraPharm;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
NZPharm s.r.o;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
PharmDr. Marian Keleši;Mojmírovce;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Alexia;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Mgr.Katarína Lázárová;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
APIS Levice, s.r.o.;Levice;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
P.M.S. s.r.o.;Jelenec;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
QCS Pharma, s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekáreň svätej Alžbety spol. s r.o.;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;;;;;;
SURLEK, s.r.o.;Šurany;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
Nová Poliklinika s.r.o.;Topoľčany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Heliantha s.r.o.;Veľký Ďur;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Ave Mária,s.r.o.;Veľké Zálužie;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Pharmacum Nitra s.r.o;Levice;Okres Levice;Nitriansky kraj;75,00;0,00;;;;
ZDENPHARM;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Régia, s.r.o.;Levice;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
Zapharm s.r.o;Belá;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
R.M.N. spol. s r.o.;Topoľčany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
PHARMAHOLDING M-A., spol. s r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
I.V.J. s.r.o.;Zlaté Moravce;Okres Zlaté Moravce;Nitriansky kraj;0,00;0,00;;;;
InterMedical s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;945,00;;;;5 641,36;
FARMA-TRADE s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
PharmacyMax s.r.o;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Sovanis s.r.o;Šaľa;Okres Šaľa;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Salvator;Levice;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
AP s.r.o.;Levice;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Meridies;Jacovce;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
Convallaria s.r.o.;Gbelce;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
Pharmacopea;Marcelová;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
NITRA PHARM;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekáreň ZDRAVIE,s.r.o.;Šurany;Okres Nové Zámky;Nitriansky kraj;;;;;;
BIONATUR MP s.r.o.;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
Adriana Kováčová Výdajňa zdravotníckych pomôcok AD Centrum;Želiezovce;Okres Levice;Nitriansky kraj;0,00;0,00;;20,00;;
Lekáreň ANIMA;Prašice;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
Lekaren Zach;Šaľa;Okres Šaľa;Nitriansky kraj;0,00;0,00;;;;
Mgr. Jana Vinceová Lekáreň Tesárske Mlyňany;Zlaté Moravce;Okres Zlaté Moravce;Nitriansky kraj;250,00;330,00;;;;
Lekáreň Šalvia;Jacovce;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
Mgr. Ľubica Cápayová;Topoľčany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
Gamiel,s.r.o.;Veľké Zálužie;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
APOREA s.r.o.;Golianovo;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
ŽelMedica s.r.o;Želiezovce;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
HOMEOZDRAV;Bánov;Okres Nové Zámky;Nitriansky kraj;326,30;0,00;;;;
SAGITTARIUS-NZ s.r.o.;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
HEDERA-KALNÁ s.r.o.;Kalná nad Hronom;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
Kosihy spol. s.r.o;Bátorove Kosihy;Okres Komárno;Nitriansky kraj;;;;;;
Lekáreň PHARMAPULS, s.r.o.;Levice;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
Lekáreň;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
LEGAP s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Calendula pharmacy s.r.o;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
mPharm s.r.o.;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;;;;;;
Lekaren Salix s.r.o.;Levice;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
partnerin s. r.o.;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
HB-DREAM, s.r.o.;Topoľčany;Okres Topoľčany;Nitriansky kraj;;;;;;
ALCHEMILLA S.R.O.;Levice;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
DABOLA, s.ro.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Škorpión s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
DANIVET,s.r.o.;Mojmírovce;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
DiaMedica s.r.o;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Centrum Medical;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;;;;;;
Gateway Pharma s.r.o.;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
PLUS PHARM;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lambda Synergy s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Ezoterika s.r.o.;Tešedíkovo;Okres Šaľa;Nitriansky kraj;0,00;0,00;;;;
PHARMONY s.r.o.;Zbehy;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Zlatý lev s.r.o.;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;;;;;;
Lekáreň Nesvady;Nesvady;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
InterMedical Plus, a.s.;Nitra;Okres Nitra;Nitriansky kraj;;;;;759,36;
Mestská lekáreň Šurany, s.r.o.;Šurany;Okres Nové Zámky;Nitriansky kraj;4 000,00;;;;;
intes slovakia;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
MEDea pharmaceuticals,s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Čarnoký Peter;Levoča;Okres Levoča;Prešovský kraj;0,00;0,00;;;;
Mgr. Ján Frič, lekáreň PRI HRANICI;Ulič;Okres Snina;Prešovský kraj;0,00;0,00;;;;
Lekaren Poniklec;Lipany;Okres Sabinov;Prešovský kraj;0,00;0,00;;;;
PharmDr.Ľubomír Pasternák-lekáreň REMEDIA;Jarovnice;Okres Sabinov;Prešovský kraj;0,00;0,00;;;;
Lekaren Centrum;Snina;Okres Snina;Prešovský kraj;0,00;0,00;;;;
Lekaren Centrum;Snina;Okres Snina;Prešovský kraj;0,00;0,00;;;;
Lekaren Centrum;Snina;Okres Snina;Prešovský kraj;0,00;0,00;;;;
PROM.MEDIC.SK spol. s r.o.;Poprad;Okres Poprad;Prešovský kraj;595 872,65;52 455,61;79 450,00;32 968,00;38 911,07;
MEDICPRODUCT, a.s.;Lipany;Okres Sabinov;Prešovský kraj;0,00;0,00;;;;
ADUS, s.r.o.;Kežmarok;Okres Kežmarok;Prešovský kraj;352,96;;;;;
TRETMENT,spol.s r.o.;Medzilaborce;Okres Medzilaborce;Prešovský kraj;0,00;0,00;;;;
Phamácia Fyto;Spišské Bystré;Okres Poprad;Prešovský kraj;;;;;;
Unicum spoločnosť s ručením obmedzeným;Svidník;Okres Svidník;Prešovský kraj;0,00;0,00;;;;
TaJ s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Výdajňa zdravotníckych potrieb;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
Lekáreň TORYSA;Torysa;Okres Sabinov;Prešovský kraj;0,00;0,00;;;;
Kiššková Mária;Štrba;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
"PharmDr. Alena Straková, lekáreň ""VIVA""";Stará Ľubovňa;Okres Stará Ľubovňa;Prešovský kraj;0,00;0,00;;;;
Lekáreň Ľubica;Ľubica;Okres Kežmarok;Prešovský kraj;0,00;0,00;;;;
PharmDr.Marián Majda;Svidník;Okres Svidník;Prešovský kraj;0,00;0,00;;;;
Oto Bendík- PRO-BEN;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Mgr.škodová;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Lekáreň Pri Košickej bráne;Levoča;Okres Levoča;Prešovský kraj;0,00;0,00;;;;
lekareň Valeriana;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Mgr Františka Matavová;Spišská Belá;Okres Kežmarok;Prešovský kraj;0,00;0,00;;;;
PharmDr.Viliam Fedorko-MAKOVICA;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
Ing Lukačišinová Alžbeta;Levoča;Okres Levoča;Prešovský kraj;0,00;0,00;;;;
Čarnoká Jana;Levoča;Okres Levoča;Prešovský kraj;0,00;0,00;;;;
ADUSJUH s.r.o.;Kežmarok;Okres Kežmarok;Prešovský kraj;357,70;;;;;
Lekáreň PHADIS - Lýdia Kačmariková;Šarišské Michaľany;Okres Sabinov;Prešovský kraj;0,00;0,00;;;;
HUMANITA, n.o.;Bardejov;Okres Bardejov;Prešovský kraj;2 606,00;0,00;;;;
NsP Sv. Jakuba n.o. Bardejov;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
LM-IM, spol. s r.o.;Stará Ľubovňa;Okres Stará Ľubovňa;Prešovský kraj;0,00;0,00;;;;
Kappafarm, s.r.o.;Stropkov;Okres Stropkov;Prešovský kraj;0,00;0,00;;;;
BUKÓZA Export - Import, a.s.;Hencovce;Okres Vranov nad Topľou;Prešovský kraj;0,00;0,00;;;;
SINMED s.r.o.;Bartošovce;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
IMUNA PHARM, a.s.;Šarišské Michaľany;Okres Sabinov;Prešovský kraj;;;;;8 706,31;486,00
GMPP s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
DentAll;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Balsam s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
Emina s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
DATAPHARM s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;;;;;;
Lekáreň Echinacea s.r.o.;Kežmarok;Okres Kežmarok;Prešovský kraj;;;;25,00;;0,00
VINKLER s.r.o.;Vranov nad Topľou;Okres Vranov nad Topľou;Prešovský kraj;;;;;;10 182,00
MJ Lekáreň,s.r.o.;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
Medicorp, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FLOS lekáreň, s.r.o.;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
PharmaSvit s.r.o.;Poprad;Okres Poprad;Prešovský kraj;98,00;;;;;
APOTHEKE, s.r.o.;Stropkov;Okres Stropkov;Prešovský kraj;99,60;0,64;;;;
Lekáreň Aurida, spol.s.r.o.;Stakčín;Okres Snina;Prešovský kraj;0,00;0,00;;;;
GMpharm s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
UNIVERSA SP;Stropkov;Okres Stropkov;Prešovský kraj;120,94;0,00;;;;
Barmed, s.r.o;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
Lekáreň Vinbarg s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
Limba Poprad s.r.o.;Gánovce;Okres Poprad;Prešovský kraj;;;;;184,00;
LIGOT s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;252,00;0,00;;72,00;;0,00
HRAŠKOVÁ BGs.r.o.;Veľký Šariš;Okres Prešov;Prešovský kraj;;;;;;
Pharmácia Lek s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Lekáreň pri nemocnici Humenne s.r.o.;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
LEKÁREŇ BREZOVICA, s.r.o.;Nižné Repaše;Okres Levoča;Prešovský kraj;0,00;0,00;;;;
LEKÁREŇ HLAVNÁ 79, s.r.o.;Lipany;Okres Sabinov;Prešovský kraj;0,00;0,00;;;;
Zdravmat Poprad, s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
IMPROVE s.r.o.;Stará Ľubovňa;Okres Stará Ľubovňa;Prešovský kraj;90,00;0,00;;;;
Mgr. Anna Sekeráková - Lekáreň Arnika;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
VZP, Vladimíra Kostilníková;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
ADUSPHARM s.r.o.;Poprad;Okres Poprad;Prešovský kraj;373,00;;;;;
AMARO B;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Jarident;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
ADUSPLUS s.r.o.;Poprad;Okres Poprad;Prešovský kraj;352,96;;;;;
EMLEK, s.r.o.;Žehňa;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
ADUSCENTRUM s.r.o.;Poprad;Okres Poprad;Prešovský kraj;374,51;;;;;
Lekáreň Zdravie Humenne s.r.o.;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
Ivera s.r.o.;Vranov nad Topľou;Okres Vranov nad Topľou;Prešovský kraj;0,00;0,00;;;;
Lekáreň Echinacea-Lendak s.r.o.;Kežmarok;Okres Kežmarok;Prešovský kraj;;;;25,00;;
Kamilka Bardejov s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
OXI-MED s.r.o.;Mokroluh;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
MEDIGEN s.r.o.;Košarovce;Okres Humenné;Prešovský kraj;0,00;0,00;;30,00;;0,00
TatraMedical s.r.o;Spišská Belá;Okres Kežmarok;Prešovský kraj;0,00;0,00;;;;
M&P med.,s.r.o.;Pakostov;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
Terveys,s.r.o;Vranov nad Topľou;Okres Vranov nad Topľou;Prešovský kraj;0,00;0,00;;;;
Caritas SPIš s.r.o;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
NETPHARMA s.r.o.;Kežmarok;Okres Kežmarok;Prešovský kraj;0,00;0,00;;;;
Harmonia PP, s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
TM Pharmacy;Terňa;Okres Prešov;Prešovský kraj;160,00;101,00;;;;
Slofit,s.r.o.;Kežmarok;Okres Kežmarok;Prešovský kraj;246,00;0,00;;;;
Lekáreň pri nemocnici SL, s.r.o.;Stará Ľubovňa;Okres Stará Ľubovňa;Prešovský kraj;0,00;0,00;;10,00;;10,00
ZDRAVSVID s.r.o;Svidník;Okres Svidník;Prešovský kraj;0,00;0,00;;;;
SALVATOR, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;657,60;0,00;;;;
CamilMedica s.r.o;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
