PNP 1 - 02 - Výdavky na propagáciu, marketing, peňažné a nepeňažné plnenia za 2. polrok 2018;;;;;;;;;
;;;;;;;;;
Modul 1: Výdavky na propagáciu a marketing;;;;;;;;;
Modul 2: Peňažné a nepeňažné plnenia spolu podľa príjemcu (zdravotnícky pracovník, resp. poskytovateľ zdravotnej starostlivosti);;;;;;;;;
;;;;;;;;;
Spoločnosť poskytujúca plnenie;;;;Výdavky na marketing a propagáciu;;"Výdavky na peňažné plnenia Spolu
(v EUR s DPH)";;"Výdavky na nepeňažné plnenia Spolu
(v EUR s DPH)";
Dr.Max 631 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 601 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 616 s. r. o.;Košice - Juh;Okres Košice IV;Košický kraj;503,00;0,00;;;;
Dr. Max 131T, s. r. o.;Košice - Juh;Okres Košice IV;Košický kraj;536,00;0,00;;;;
Dr.Max 39 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;627,45;0,00;;;;
Dr.Max 34 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 36 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 38 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 33 s. r. o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 35 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 37 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;1 000,00;0,00;;1 000,00;;
Dr. Max 32 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 31 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr. Max 604 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;1 039,32;0,00;;;;
Lekáreň Medikament,s.r.o.;Palín;Okres Michalovce;Košický kraj;0,00;0,00;;;;
APOTHEKA KOŠICE s.r.o;Košice - Staré Mesto;Okres Košice I;Košický kraj;0,00;0,00;;;;
Dr.Max 57 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;600,00;0,00;;600,00;;
Dr.Max 65 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr. Max 49, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;2,88;;;;;
Dr.Max 60 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 43 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 44 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 64 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;2 485,00;0,00;;2 350,00;;
Dr.Max 41 s.r.o;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 52 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 50 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 48 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr:Max 54 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 51 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 56,s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 58 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 63 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.MAX 62 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 45 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr. Max 61 s. r. o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 59 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.max 605 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;903,07;0,00;;;;
Dr. Max 47, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;1,29;;;;;
Dr. Max 42 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 46 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
GILERA s.r.o;Smižany;Okres Spišská Nová Ves;Košický kraj;0,00;0,00;;;;
Medstar s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 139 T, s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Lekáreň Vitae plus s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 68 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 76 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;390,77;;;;;
Dr.Max 72 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 66 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr. Max 74 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 79 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 69 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 70 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr. MAX 71 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.MAX 78 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Pharmig s.r.o.;Košice - Šaca;Okres Košice II;Košický kraj;0,00;;;;;
Dr.Max 138T s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 135 T, s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;523,12;0,00;;;;
Dr.Max 140 T, s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;436,00;0,00;;;;
Dr.Max 81 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr. Max 82 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr. Max 85 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 86 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 84 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 87 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;1 888,80;0,00;;1 888,80;;
Dr.Max 90,s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 88 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;187,25;0,00;;;;
Dr.Max 89 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 133T s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;504,83;0,00;;;;
Dr.Max 132 T, s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;422,24;0,00;;;;
Dr.Max 130 T, s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;443,77;0,00;;;;
Proxamed;Košice - Nad jazerom;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Lekaren IZIS s.r.o.;Košice - Staré Mesto;Okres Košice I;Košický kraj;512,00;;;;;
Dr.Max 100 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 98 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr. Max 91 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 95 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 92 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 94 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;738,00;0,00;;;;
Dr.Max 97 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
PharmaBel s.r.o.;Spišské Vlachy;Okres Spišská Nová Ves;Košický kraj;0,00;0,00;;;;
AK-med s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 136 T, s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;523,12;0,00;;;;
Dr.Max 113 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;171,79;0,00;;;;
Dr.Max 117 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 115 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;203,29;0,00;;;;
Dr.Max 112 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;21 005,78;0,00;2 125,50;15 973,74;;
Dr.Max 107 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr. MAX 101 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 111 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 105 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;285,08;0,00;;;;
Dr.Max 120 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr. Max 118 s. r. o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr. Max 114, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;189,52;;;;;
Dr.Max 119 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;275,00;0,00;;;;
Dr.Max 103 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;15 524,86;0,00;2 234,30;13 290,56;;
Dr. MAX 102 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 104 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 110 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;1 486,15;0,00;;;;
FRAHOS s.r.o.;Sobrance;Okres Sobrance;Košický kraj;0,00;0,00;;;;
Steelpharm;Košice - Šaca;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 125 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 147 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;671,20;0,00;;;;
Dr. MAX 144 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr. MAX 145 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 122 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Lekáreň Kanianka s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;1 072,00;0,00;;;;
Dr. Max 150 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;600,75;0,00;;;;
Dr.Max 152 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;136,00;0,00;;;;
Pharm.Dr.Klára Ivkovičová, lekáreň AESCULAP;Levice;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
Propharm s.r.o.;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
Lekáreň ZENIT;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
Lekáreň sv. Rafaela;Ludanice;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
lekaren Astra;Štúrovo;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
Miroslav Kasana SANUS;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekáreň REMEDIA;Komjatice;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
Lekáreň HERBA;Ivanka pri Nitre;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
PharmDr. Božena Kelešiová;Mojmírovce;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
PharmDr. Ľubomír Zorgovský - lekáreň MELISSA;Levice;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
Mgr. Anna Valachová;Levice;Okres Levice;Nitriansky kraj;;;;;;
Pharm.Dr.Rábeková Estera, Lekáreň pod gaštanmi;Trnovec nad Váhom;Okres Šaľa;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Lobelia;Solčany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Arnika;Radošina;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
MED-ART s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;820 617,38;;;96 405,39;;
Lekáreň Zlatý roh;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
DALEN spol.s r.o.;Šaľa;Okres Šaľa;Nitriansky kraj;0,00;0,00;;;;
Oktam s.r.o.;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
ComorraPharm, s.r.o.;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
PharmDr. Marian Keleši;Mojmírovce;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Mgr.Andrea Valášková;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
QCS Pharma s.r.o.;Výčapy - Opatovce;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
RDG Stredisko SK, s. r. o.;Topoľčany;Okres Topoľčany;Nitriansky kraj;429,00;0,00;;;;
Lekáreň svätej Alžbety s.r.o.;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;;;;;;
SURLEK s.r.o.;Šurany;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
Pharmlek s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;;;;;;
Lekáreň Heliantha, s.r.o;Veľký Ďur;Okres Levice;Nitriansky kraj;;;;;;
Lekaren Ave Maria,s.r.o.;Veľké Zálužie;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Mgr.Helena Martincova;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Zdenpharm,s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
PHARMAHOLDING M - A., spol. s r.o.;Nitra;Okres Nitra;Nitriansky kraj;;;;;;
InterMedical s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;;;;;;
lekareň meridies II;Bojná;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
Pharmacopea;Marcelová;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
NITRA PHARM, s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekareň ZDRAVIE,s.r.o.;Šurany;Okres Nové Zámky;Nitriansky kraj;;;;;;
Lekaren Anima;Prašice;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;15,00;;0,00
Mgr.Jana Vinceová Lekáreň Tesárske Mlyňany;Zlaté Moravce;Okres Zlaté Moravce;Nitriansky kraj;;;;;;
PharmDr Dagmar Vitkovska;Topoľčany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
Mgr. Eva Bukovenová - Lekáreň AURA;Levice;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
Mgr.Ľubica Cápayová;Topoľčany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
lekaren ALFA-OMEGA,s.r.o;Lužianky;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Gamiel,s.r.o.;Veľké Zálužie;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Aporea s.r.o.;Golianovo;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
G§I Invest, s.r.o.;Rišňovce;Okres Nitra;Nitriansky kraj;240,00;;;;;
SAGITTARIUS-NZ s.r.o.;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
AVENA LEK;Cabaj - Čápor;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
KOSIHY spol. s r.o.;Bátorove Kosihy;Okres Komárno;Nitriansky kraj;;;;;;
CO-Medika III, s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;150,00;;;;;
Lekáreň Salvatore;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
calendula pharmacy s.r.o.;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
partnerin s. r.o.;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
VITPHARMA s.r.o.;Topoľčany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
PLUS PHARM s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lambda Synergy s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;;;;;;
Pharmony s.r.o.;Zbehy;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Zlatý lev s.r.o.;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;;;;;;
Lekaren Provance s.r.o;Mojmírovce;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
DALENSYS;Močenok;Okres Šaľa;Nitriansky kraj;0,00;0,00;;;;
Cernanova s.r.o;Preseľany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
InterMedical plus, s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;254,00;;;;155,36;
InterMedical Group, s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;;;;;;
Mestská lekáreň Šurany, s.r.o.;Šurany;Okres Nové Zámky;Nitriansky kraj;12 286,00;0,00;;;;
HOMEO CENTRUMs.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
FARMPOL;Výčapy - Opatovce;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Nemocnica Levice s.r.o.;Levice;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
PHARMACY - NZ, spol. s.r.o.;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
MEDea pharmaceuticals,s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Peter Čarnoký;Levoča;Okres Levoča;Prešovský kraj;;;;;;
Ing.Šlachtič;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Pharm.Dr.Maria Forraiova,Lekareň IRIS;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PharmDr.Ľubomír Pasternák-lekáreň Remedia;Jarovnice;Okres Sabinov;Prešovský kraj;0,00;0,00;;;;
Mgr.Maria Kunecova Lekaren Centrum;Snina;Okres Snina;Prešovský kraj;0,00;0,00;;;;
Lekaren Centrum Snina;Snina;Okres Snina;Prešovský kraj;0,00;0,00;;;;
Lekaren Centrum SNINA;Snina;Okres Snina;Prešovský kraj;0,00;0,00;;;;
PROM.MEDIC.SK spol. s r.o.;Poprad;Okres Poprad;Prešovský kraj;114 926,00;80 483,00;42 800,00;43 672,72;25 660,11;
ELIXIR s.r.o.;Stará Ľubovňa;Okres Stará Ľubovňa;Prešovský kraj;0,00;0,00;;;;
APRIAS;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
ADUS s.r.o.;Kežmarok;Okres Kežmarok;Prešovský kraj;0,00;;;;;
TRETMENT,s.r.o.,Medzilaborce;Medzilaborce;Okres Medzilaborce;Prešovský kraj;;;;;;
Pharmácia Fyto;Spišské Bystré;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Intravena s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Výdajňa zdravotníckych potrieb;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
"PharmDr. Alena Straková, lekáreň ""VIVA""";Stará Ľubovňa;Okres Stará Ľubovňa;Prešovský kraj;0,00;0,00;;;;
PharmDr.Marián Majda Lekareň Centrál;Svidník;Okres Svidník;Prešovský kraj;0,00;0,00;;;;
Oto Bendík-PRO-BEN;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Mgr. Zuzana Zoričáková-Lekáreň Pri Košickej bráne;Levoča;Okres Levoča;Prešovský kraj;0,00;0,00;;;;
lekáreń valeriana;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Mgr.Františka Matavová;Spišská Belá;Okres Kežmarok;Prešovský kraj;0,00;0,00;;;;
PharmDr. Viliam Fedorko-MAKOVICA;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
Jana Čarnoká PharmDr.;Spišské Podhradie;Okres Levoča;Prešovský kraj;;;;;;
Adusjuh s.r.o.;Kežmarok;Okres Kežmarok;Prešovský kraj;0,00;0,00;;;;
SINMED s.r.o.;Bartošovce;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
IMUNA PHARM, a.s.;Šarišské Michaľany;Okres Sabinov;Prešovský kraj;17 941,97;12 964,42;;;3 935,40;229,55
GMPP, s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
EMINA s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FLOS lekáreň, s.r.o.;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
GALENOS SP.;Stropkov;Okres Stropkov;Prešovský kraj;;;;;;
PharmaSvit s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
APOTHEKE, s.r.o.;Stropkov;Okres Stropkov;Prešovský kraj;99,60;;;;;
Včela IM, s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
GMpharm s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
UNIVERSA SP;Stropkov;Okres Stropkov;Prešovský kraj;125,06;0,00;;;;
Barmed, s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
Lekáreň Vinbarg s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
Limba Poprad s.r.o.;Gánovce;Okres Poprad;Prešovský kraj;;;;;;
LIGOT s.r.o;Bardejov;Okres Bardejov;Prešovský kraj;1 725,40;0,00;;;;
HEKO LEK s.r.o.;Žehňa;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Hrašková BG sro;Veľký Šariš;Okres Prešov;Prešovský kraj;80,00;0,00;;;;
Lekáreň pri nemocnici Humenné;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
Zdravmat Poprad, s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
BIONATUR MP s.r.o.;Komárany;Okres Vranov nad Topľou;Prešovský kraj;0,00;0,00;;;;
Mgr. Anna Sekeráková - Lekáreň Arnika;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PharmDr.Viera Bačová;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
Iveta Barnášová;Kežmarok;Okres Kežmarok;Prešovský kraj;0,00;0,00;;;;
Aduspharm s.r.o.;Poprad;Okres Poprad;Prešovský kraj;636,89;;;;;
AMARO B;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Jarident s.r.o.;Poprad;Okres Poprad;Prešovský kraj;;;;;;
Adusplus s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;;;;;
PRODATIK s.r.o.;Plavnica;Okres Stará Ľubovňa;Prešovský kraj;;;;;;
Aduscentrum s.r.o.;Poprad;Okres Poprad;Prešovský kraj;331,98;;;;;
Lekaren Zdravie Humenne s.r.o.;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
Ivera s.r.o.;Vranov nad Topľou;Okres Vranov nad Topľou;Prešovský kraj;0,00;0,00;;;;
Kamilka Bardejov;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
ALMA-MK,s.r.o.;Svidník;Okres Svidník;Prešovský kraj;;;;;;
Sakas, spol. s r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;15,00;;0,00
Terveys,s.r.o;Vranov nad Topľou;Okres Vranov nad Topľou;Prešovský kraj;0,00;0,00;;;;
Caritas Spiš, s.r.o.;Spišské Podhradie;Okres Levoča;Prešovský kraj;0,00;0,00;;;;
Netpharma s.r.o.;Kežmarok;Okres Kežmarok;Prešovský kraj;0,00;0,00;;;;
TM Pharmacy;Terňa;Okres Prešov;Prešovský kraj;80,00;0,00;;;;
Slofit, s.r.o.;Kežmarok;Okres Kežmarok;Prešovský kraj;0,00;0,00;;;;
Lekáreň pri nemocnici SL, s.r.o.;Stará Ľubovňa;Okres Stará Ľubovňa;Prešovský kraj;0,00;0,00;;;;
ZDRAVSVID s.r.o.;Svidník;Okres Svidník;Prešovský kraj;0,00;0,00;;;;
Salvator s.r.o;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Byzant-Phram,s.r.o.;Prešov;Okres Prešov;Prešovský kraj;320,00;;;;;
Rayman s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PharmaTeam s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
K&K Pharmacy IX.,s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
MJC INVEST s.r.o.;Snina;Okres Snina;Prešovský kraj;0,00;0,00;;;;
Pharm Trade spol.sr.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Adustrade s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Lekarenrondo s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Zdravpotreby, s.r.o.;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
FONTÁNA SP s.r.o.;Stropkov;Okres Stropkov;Prešovský kraj;99,60;;;;;
Aktak s.r.o.;Snina;Okres Snina;Prešovský kraj;339,84;0,00;;;;
Nemocnica s poliklinikou Považská Bystrica;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;0,00;;;;
PharmDr. Zuzana Semričová;Dubnica nad Váhom;Okres Ilava;Trenčiansky kraj;0,00;0,00;;;;
PharmDr.Andrea Uhrinová;Púchov;Okres Púchov;Trenčiansky kraj;;;;360,00;;
PharmDr. Stanislav Kuttner-lekáreň Centa;Papradno;Okres Považská Bystrica;Trenčiansky kraj;;;;;;
Lekáreň Adonis, PharmDr. Peter Srovnalík;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň JANTÁR;Drietoma;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
BIOHEM, spol. s r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;222 889,28;0,00;;1 850,00;3 278,75;120 510,09
Techmac;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;;;;;;
LEKÁREŇ SEVER, s.r.o.;Prievidza;Okres Prievidza;Trenčiansky kraj;119,52;;;;;
Unipharma - 1. slovenská lekárnická akciová spoločnosť;Bojnice;Okres Prievidza;Trenčiansky kraj;544 004,65;0,00;927,32;85 663,59;;19 201,74
Mgr. Marie Vidová LEKÁREŇ EVA;Lehota pod Vtáčnikom;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
