PNP 1 - 02 - Výdavky na propagáciu, marketing, peňažné a nepeňažné plnenia za 2. polrok 2017;;;;;;;;;
;;;;;;;;;
Modul 1: Výdavky na propagáciu a marketing;;;;;;;;;
Modul 2: Peňažné a nepeňažné plnenia spolu podľa príjemcu (zdravotnícky pracovník, resp. poskytovateľ zdravotnej starostlivosti);;;;;;;;;
;;;;;;;;;
Spoločnosť poskytujúca plnenie;;;;Výdavky na marketing a propagáciu;;"Výdavky na peňažné plnenia Spolu
(v EUR s DPH)";;"Výdavky na nepeňažné plnenia Spolu
(v EUR s DPH)";
Dr.MAX 38 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;9,60;;;;
Dr. Max 33 s. r. o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 35;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 37 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 32 s.r.o;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 31 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
RAKLIM, a.s.;Košice - Západ;Okres Košice II;Košický kraj;1 570 506,85;;;;;
Lekáreň Medikament,s.r.o.;Palín;Okres Michalovce;Košický kraj;0,00;0,00;;;;
Apotheka Košice s.r.o;Košice - Staré Mesto;Okres Košice I;Košický kraj;0,00;0,00;0,00;;886,49;
Dr.Max 57 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 65 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 49, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 60 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 43 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 55, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 64 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;1 009,60;0,00;;1 000,00;;
Dr. MAX 41 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 52 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max50 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 48 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 54 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 51 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 56 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 58 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 63 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 62 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 45 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr. Max 61 s. r. o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
D.Max 59 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 47, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 42 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 46 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Via Corporation s.r.o.;Michalovce;Okres Michalovce;Košický kraj;0,00;0,00;;;;
Medstar s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Lekáreň Vitae plus, s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 68 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 72 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 66 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 74 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max79 s.r.o.;Košice - Sídlisko KVP;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 69 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;1 887,61;0,00;;;;
Dr.Max 73 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 70 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.MAX 71 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 78 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Pharmig s.r.o.;Košice - Šaca;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 81 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr. Max 82 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;;;;;
Dr.Max 85 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 86 s.r.o.;Dobšiná;Okres Rožňava;Košický kraj;0,00;0,00;;;;
Dr. Max 84 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 87 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;621,01;0,00;;;;
Dr.Max 90, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 89 s.r.o;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;6 356,00;;
Lekáreň Tesco Košice;Košice - Džungľa;Okres Košice I;Košický kraj;575,00;;;;;
PROXAMED;Košice - Nad jazerom;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 100 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 98 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 91 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 92 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 97 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Mgr.Peter Prešovský;Parchovany;Okres Trebišov;Košický kraj;0,00;0,00;;;;
PharmaBel;Spišské Vlachy;Okres Spišská Nová Ves;Košický kraj;30,00;0,00;;;;
AK-med, s. r. o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 113 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 117 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 115 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 112 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;803,88;0,00;;803,88;;
Dr.Max 107 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr. MAX 101 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr. Max 111 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr. Max 120 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr. Max 118 s. r. o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 114, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 103 s.r.o.;Košice - Ťahanovce;Okres Košice I;Košický kraj;8 134,94;0,00;;8 134,94;;
Dr. MAX 102 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Steelpharm;Košice - Šaca;Okres Košice II;Košický kraj;0,00;0,00;;;;
AGROVARIA export-imort spol s.r.o.;Štúrovo;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
Pharm.Dr.Klára Ivkovičová, lekáreň AESCULAP;Levice;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
Lekáreň NERIUM;Vráble;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Pharm.Dr.Ingrid Nagyová;Štúrovo;Okres Nové Zámky;Nitriansky kraj;1 645,01;;;;;
Lekareň Veča;Šaľa;Okres Šaľa;Nitriansky kraj;0,00;0,00;;;;
UHEX s.r.o.;Topoľčany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
Lekáreň ZENIT;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;;;;1,00;;
Lekareň Astra;Štúrovo;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
Miroslav Kasana SANUS;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
PharmDr. Božena Kelešiová;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Mgr. Anna Valachová;Levice;Okres Levice;Nitriansky kraj;;;;;;
Lekáreň SALVATOR;Bátorove Kosihy;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
Pharm.Dr.Rábekova Estera;Trnovec nad Váhom;Okres Šaľa;Nitriansky kraj;0,00;0,00;;;;
PharmDr. Gabrišová Kvetoslava;Solčany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Arnika;Radošina;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
MED-ART SPOL. S R.O.;Nitra;Okres Nitra;Nitriansky kraj;653 226,43;0,00;;159 984,98;;
Lekáreň Zlatý roh;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
DALEN;Šaľa;Okres Šaľa;Nitriansky kraj;0,00;0,00;;;;
ComorraPharm, s.r.o.;Komárno;Okres Komárno;Nitriansky kraj;;;;;;
Protech plus s.r.o.;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
PharmDr. Marian Keleši;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Mgr.Andrea Valášková;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Pharm.Dr. Alžbeta Ballova -lekáreń THY-PHA;Martovce;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
APIS LEVICE, s.r.o.;Levice;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
QCS Pharma, s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekaren svatej Alzbety s.r.o.;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;;;;;;
SURLEK, s.r.o.;Šurany;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Heliantha, s.r.o.;Veľký Ďur;Okres Levice;Nitriansky kraj;;;;;;
Lekáreň Ave Mária,s.r.o.;Zbehy;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Steelkom;Topoľčany;Okres Topoľčany;Nitriansky kraj;;;;;;
R.M.N;Topoľčany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
PHARMAHOLDING M - A., spol. s r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
PHARMED service, s.r.o.;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
Lekareň Salvator;Levice;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
AP s.r.o.;Levice;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
Lekáreň MERIDIES s.r.o.;Bojná;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
NITRA PHARM, s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekáreň ZDRAVIE,sr.o.;Šurany;Okres Nové Zámky;Nitriansky kraj;;;;;;
BIONATUR MP, s.r.o.;Komárno;Okres Komárno;Nitriansky kraj;;;;;;
Výdajňa zdravotníckych pomôcok AD Centrum;Želiezovce;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
Lekaren Anima;Prašice;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
Mgr. Ľubica Cápayová;Topoľčany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
Gamiel,s.r.o;Veľké Zálužie;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Aporea s.r.o.;Golianovo;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
SAGITTARIUS-NZ s.r.o.;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
AVENA LEK;Cabaj - Čápor;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
KOSIHY s.r.o.;Bátorove Kosihy;Okres Komárno;Nitriansky kraj;;;;;;
SK Pharm, s.r.o.;Levice;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
calendulapharmacy s.r.o;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
Dineras Slovakia s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
mPharm s.r.o.;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;;;;;;
Lekaren Salix s.r.o.;Levice;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
partnerin s. r.o.;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
CS-ZAL spol.s.r.o.;Levice;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
VITPHARMA s.r.o.;Topoľčany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Škorpión, s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Centrum medical s.r.o.;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
Gateway Pharma;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
PLUS PHARM s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Ezoterika s.r.o.;Tešedíkovo;Okres Šaľa;Nitriansky kraj;0,00;0,00;;;;
PHARMONY;Zbehy;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Tesco Nitra;Nitra;Okres Nitra;Nitriansky kraj;575,00;;;;;
Lekaren Zlaty lev spo. s r.o.;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;;;;;;
Lekaren Provance s.r.o;Mojmírovce;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Dalensys;Močenok;Okres Šaľa;Nitriansky kraj;0,00;0,00;;;;
InterMedical Plus s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;;;;;36 615,65;
Mestská lekáreň Šurany s.r.o.;Šurany;Okres Nové Zámky;Nitriansky kraj;2 873,00;;;;;
FARMPOL s.r.o.;Výčapy - Opatovce;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
MEDea pharmaceuticals,s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
ČArnoký Peter;Levoča;Okres Levoča;Prešovský kraj;0,00;0,00;;;;
Mgr.Ján Frič, lekáreň PRI HRANICI;Ulič;Okres Snina;Prešovský kraj;0,00;0,00;;;;
Lekáreň IRIS;Prešov;Okres Prešov;Prešovský kraj;;;;;;
PharmDr.Ľubomír Pasternák-lekáreň REMEDIA;Jarovnice;Okres Sabinov;Prešovský kraj;0,00;0,00;;;;
lekaren centrum;Snakov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
lekaren centrum;Snina;Okres Snina;Prešovský kraj;0,00;0,00;;;;
PROM.MEDIC.SK spol. s r.o.;Poprad;Okres Poprad;Prešovský kraj;117 997,00;178 029,00;38 100,00;80 610,24;17 510,39;
ELIXÍR s.r.o.;Stará Ľubovňa;Okres Stará Ľubovňa;Prešovský kraj;0,00;0,00;;;;
APRIAS;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Farmakol spol. s r.o. Ľubotice;Ľubotice;Okres Prešov;Prešovský kraj;;;;;;
ADUS, s.r.o.;Kežmarok;Okres Kežmarok;Prešovský kraj;178,51;;;;;
Tretment,s.r.o.,Medzilaborce;Medzilaborce;Okres Medzilaborce;Prešovský kraj;;;;;;
STYRAX s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Výdajňa zdravotníckych potrieb;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
Lekáreň Torysa;Torysa;Okres Sabinov;Prešovský kraj;0,00;0,00;;100,00;;
PharmDr. Alwna Straková lekáreň VIVA;Stará Ľubovňa;Okres Stará Ľubovňa;Prešovský kraj;0,00;0,00;;;;
Lekareň Ľubica, Mgr. Irena Balážová;Ľubica;Okres Kežmarok;Prešovský kraj;0,00;0,00;;;;
PharmDr.Marián Majda Lek;Svidník;Okres Svidník;Prešovský kraj;0,00;0,00;;;;
Oto Bendík-PRO-BEN;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Lekáreň Pri Košickej bráne;Levoča;Okres Levoča;Prešovský kraj;0,00;0,00;;;;
lekáreň Valeriana;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Lekáreň U sv. Michala;Spišská Belá;Okres Kežmarok;Prešovský kraj;0,00;0,00;;;;
PharmDr.Viliam Fedorko-MAKOVICA;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
Ing. Lukačišinová Alžbeta VZP Nádej;Levoča;Okres Levoča;Prešovský kraj;0,00;0,00;;;;
Pharmdr.Čarnoká Jana;Levoča;Okres Levoča;Prešovský kraj;0,00;0,00;;;;
ADUSJUH s.r.o.;Kežmarok;Okres Kežmarok;Prešovský kraj;163,52;;;;;
Pharm.Dr.Marta Focková LEKÁREŇ ALBA;Snina;Okres Snina;Prešovský kraj;;;;;;
Hakra;Prešov;Okres Prešov;Prešovský kraj;;;;;;
Výdajňa zdravotníckyvh potrieb Hencovce;Vranov nad Topľou;Okres Vranov nad Topľou;Prešovský kraj;0,00;0,00;;;;
SINMED s.r.o.;Bartošovce;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
IMUNA PHARM, a.s.;Šarišské Michaľany;Okres Sabinov;Prešovský kraj;12 466,00;456,00;;;3 584,04;
GMPP s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Balsam s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;;;;;;
Lekáreň Sv. Terezky, s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
Lekáreň Echinacea, s.r.o.;Kežmarok;Okres Kežmarok;Prešovský kraj;0,00;0,00;;;;
FLOS lekáreň, s.r.o.;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
APOTHEKE, s.r.o.;Stropkov;Okres Stropkov;Prešovský kraj;99,60;;;;;
Včela IM, s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
GMpharm s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
UNIVERSA SP;Stropkov;Okres Stropkov;Prešovský kraj;123,80;0,11;;;;
Lekáreň Vinbarg s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
Limba Poprad s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Hrašková BG sro;Veľký Šariš;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Pharmácia Lek s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
lekaren pri nemocnici Humenne s.r.o.;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
LEKÁREŇ BREZOVICA, s.r.o.;Nižné Repaše;Okres Levoča;Prešovský kraj;0,00;0,00;;;;
Farmstred spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Farmatra;Prešov;Okres Prešov;Prešovský kraj;;;;;;
LEKÁREŇ HLAVNÁ 79, s.r.o.;Lipany;Okres Sabinov;Prešovský kraj;0,00;0,00;;;;
ZDRAVMAT POPRAD, s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Mgr. Anna Sekeráková - LEKÁREŇ ARNIKA;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
VZP,Vladimíra Kostilníková;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
Pharm.Dr.Viera Bačová,Wolkerova 5,08501Bardejov;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
Výdajňa zdravotníckych pomôcok;Kežmarok;Okres Kežmarok;Prešovský kraj;0,00;0,00;;;;
ADUSPHARM s.r.o.;Poprad;Okres Poprad;Prešovský kraj;212,84;;;;;
Farmatop;Prešov;Okres Prešov;Prešovský kraj;;;;;;
AMARO B;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
ADUSPLUS s.r.o.;Poprad;Okres Poprad;Prešovský kraj;163,52;;;;;
ADUSCENTRUM s.r.o.;Poprad;Okres Poprad;Prešovský kraj;163,52;;;;;
Pharmalena;Levoča;Okres Levoča;Prešovský kraj;0,00;0,00;;;;
Lekaren Zdravie Humenne s.r.o;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
BELLADONNA;Vranov nad Topľou;Okres Vranov nad Topľou;Prešovský kraj;0,00;0,00;;;;
Ivera s.r.o.;Vranov nad Topľou;Okres Vranov nad Topľou;Prešovský kraj;0,00;0,00;;;;
Lekáreň Echinacea-Lendak;Kežmarok;Okres Kežmarok;Prešovský kraj;0,00;0,00;;;;
Kamilka Bardejov s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
ALMA-MK.s,r,o,;Svidník;Okres Svidník;Prešovský kraj;;;;;;
Sakas, spol. s r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
MEDIGEN s.r.o.;Košarovce;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
Terveys,s.r.o;Vranov nad Topľou;Okres Vranov nad Topľou;Prešovský kraj;0,00;0,00;;;;
Caritas Spiš, s.r.o.;Spišské Podhradie;Okres Levoča;Prešovský kraj;0,00;0,00;;;;
NETPHARMA s.r.o.;Kežmarok;Okres Kežmarok;Prešovský kraj;0,00;0,00;;;;
Farmapap;Prešov;Okres Prešov;Prešovský kraj;;;;;;
TM Pharmacy;Terňa;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Slofit,s.r.o.;Kežmarok;Okres Kežmarok;Prešovský kraj;145,80;;;;;
Lekáreň pri nemocnici SL, s.r.o.;Stará Ľubovňa;Okres Stará Ľubovňa;Prešovský kraj;;;;1,00;;1,00
Lekáreň Tesco Prešov;Prešov;Okres Prešov;Prešovský kraj;575,00;;;;;
Naturafarm, s.r.o.;Terňa;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
MESSIS-MK,s.r.o.;Svidník;Okres Svidník;Prešovský kraj;0,00;0,00;;;;
PHARMGEN s.r.o.;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
Pharm Trade spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;1 829,34;;;;;
ADUSTRADE;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Lekáreň Marcus s.r.o.;Poprad;Okres Poprad;Prešovský kraj;760,28;;;;;
Lekarenrondo s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Viva ProMedic s.r.o.;Svit;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Nemocnica s poliklinikou Považská Bystrica;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;259,20;0,00;;;;
PharmDr.Andrea Uhrinová;Púchov;Okres Púchov;Trenčiansky kraj;252,00;;122,83;;;
PharmDr. Stanislav Kuttner-Lekáreň CENTA;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;;;;;;
Mgr. Margita Richterová Lekáreň RIMA;Nová Dubnica;Okres Ilava;Trenčiansky kraj;0,00;0,00;;;;
PharmDr.Helena Komisková, Lekáreň Kanianka;Kanianka;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
EuDent, spol. s r. o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň Jantár;Drietoma;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
BIOHEM, spol. s r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;1 589 057,75;;;812,56;;
Techmac spol. s.r.o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;0,00;;;;
PHARMAKO, spol. s r.o.;Nováky;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň SEVER, s.r.o.;Prievidza;Okres Prievidza;Trenčiansky kraj;320,00;;;;;
UNIPHARMA 1. SLOVENSKÁ LEKÁRNICKÁ AKCIOVÁ SPOLOČNOSŤ;Bojnice;Okres Prievidza;Trenčiansky kraj;490 091,50;0,00;1 436,25;135 180,64;1 119,66;6 903,42
Mgr. Marie Vidová LEKÁREŇ EVA;Lehota pod Vtáčnikom;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
PharmDr.Zdeňka Šandriková - Lekáreň sv.Kataríny;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
Lekareň Kamélia;Partizánske;Okres Partizánske;Trenčiansky kraj;0,00;0,00;;;;
LEKAREN PANOVCE spol.s r.o.;Trenčianske Teplice;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
Mgr.Edita Oravcová;Skačany;Okres Partizánske;Trenčiansky kraj;;;;;;
NATUR STUPAVA spol. s r. o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
Medirel-Slovakia s.r.o.;Nové Mesto nad Váhom;Okres Nové Mesto nad Váhom;Trenčiansky kraj;0,00;0,00;;;;
VIVAX Pharmaceuticals, s.r.o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;354 819,60;0,00;25 840,00;75 420,00;0,00;0,00
PharmDr.Stanislav Liday;Chynorany;Okres Partizánske;Trenčiansky kraj;;;;;;
PharmDr. Helena Divékyová-lekareň Vaba     0k;Valaská Belá;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Roncor, a.s.;Moravské Lieskové;Okres Nové Mesto nad Váhom;Trenčiansky kraj;;;;5 138,90;;
MEDAC SR, spol. s r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;3 469,00;;;;;
BEJP Tn, s.r.o.;Melčice - Lieskové;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
ZELMAN s.r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
MMV sro;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
LEKAREN STARE MESTO s.r.o.;Prievidza;Okres Prievidza;Trenčiansky kraj;2 201,10;0,00;;;;
NOVAKOPHARM, spol. s r.o.;Nováky;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
LD Bánovce s.r.o.;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
Farmadex;Prečín;Okres Považská Bystrica;Trenčiansky kraj;;;;;;
