PNP 1 - 02 - Výdavky na propagáciu, marketing, peňažné a nepeňažné plnenia za 1. polrok 2017;;;;;;;;;
;;;;;;;;;
Modul 1: Výdavky na propagáciu a marketing;;;;;;;;;
Modul 2: Peňažné a nepeňažné plnenia spolu podľa príjemcu (zdravotnícky pracovník, resp. poskytovateľ zdravotnej starostlivosti);;;;;;;;;
;;;;;;;;;
Spoločnosť poskytujúca plnenie;;;;Výdavky na marketing a propagáciu;;"Výdavky na peňažné plnenia Spolu
(v EUR s DPH)";;"Výdavky na nepeňažné plnenia Spolu
(v EUR s DPH)";
Phartemide, s. r. o.;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
lekáreň Tesco Prešov;Prešov;Okres Prešov;Prešovský kraj;525,00;;;;;
PHARMGEN s.r.o.;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
MJC INVESt s.r.o.;Belá nad Cirochou;Okres Snina;Prešovský kraj;0,00;0,00;;;;
ADUSTRADE s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;;;;;
Lekáreň Marcus s.r.o;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Nemocnica s poliklinikou Považská Bystrica;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;259,20;0,00;;;;
PharmDr.Andrea Uhrinová;Púchov;Okres Púchov;Trenčiansky kraj;252,00;;600,00;;;
PharmDr. Stanislav Kuttner-Lekáreň CENTA;Papradno;Okres Považská Bystrica;Trenčiansky kraj;;;;;;
PharmDr. Helena Komisková, lekáreň Kanianka;Kanianka;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Mgr. Miloš Pagáč;Púchov;Okres Púchov;Trenčiansky kraj;;;;;;
EuDent, spol. s r. o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň Jantár PharmDr.Božena Janišová;Drietoma;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
BIOHEM, spol. s r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;482 801,12;4 005,00;6 001,28;4 200,98;;
DENTUR spol. s r. o.;Púchov;Okres Púchov;Trenčiansky kraj;0,00;0,00;;;;
Techmac s.r.o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;0,00;;;;
PHARMAKO, spol. s r.o.;Kanianka;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
LEKÁREŇ SEVER, s.r.o.;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
UNIPHARMA - 1. slovenská lekárnická akciová spoločnosť;Bojnice;Okres Prievidza;Trenčiansky kraj;415 290,65;;999,20;59 364,06;8 250,00;
DENTUR L, spol. s r. o.;Púchov;Okres Púchov;Trenčiansky kraj;0,00;0,00;;;;
PURUS, spol. s r.o.;Púchov;Okres Púchov;Trenčiansky kraj;0,00;0,00;;;;
Mgr. Marie Vidová Lekáreň EVA;Lehota pod Vtáčnikom;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Lekareň Kamélia;Partizánske;Okres Partizánske;Trenčiansky kraj;0,00;0,00;;;;
NATUR STUPAVA spol. s r. o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
Medirel-Slovakia s.r.o.;Nové Mesto nad Váhom;Okres Nové Mesto nad Váhom;Trenčiansky kraj;;;;;;
VIVAX Pharmaceuticals, s.r.o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;234 859,00;0,00;22 309,00;80 750,00;0,00;0,00
PharmDr.Helena Divékyová-lekareň Vaba;Valaská Belá;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
MAPA PÚCHOV spol. s r.o.;Púchov;Okres Púchov;Trenčiansky kraj;0,00;0,00;;;;
Roncor, a.s.;Moravské Lieskové;Okres Nové Mesto nad Váhom;Trenčiansky kraj;;;;5 460,50;;
MEDAC SR, spol. s r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;3 870,00;;;;;
BEJP-Tn, s.r.o.;Melčice - Lieskové;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
MMV sro;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;6,00;;4,00
LEKAREN STARE MESTO S.R.O.;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
NOVAKOPHARM, spol. s r.o.;Kanianka;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Belmedika,s.r.o;Beluša;Okres Púchov;Trenčiansky kraj;100,00;;;230,00;;
PHARMAXS s.r.o.;Partizánske;Okres Partizánske;Trenčiansky kraj;240,00;;;;;
Lekaren Caritas;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
"Mgr.Anna Šťastná ""Lekáreň Šťastie""";Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
ZLATÁ RUŽA s.r.o.;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Anthemis s.r.o.;Šišov;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň FARMÁCIA FINA, s.r.o.;Prievidza;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Lekáreň Valika, s.r.o;Bánovce nad Bebravou;Okres Bánovce nad Bebravou;Trenčiansky kraj;0,00;0,00;;;;
SALUS-BG, s.r.o.;Bošany;Okres Partizánske;Trenčiansky kraj;0,00;0,00;;;;
Ecology Optimal;Trenčín;Okres Trenčín;Trenčiansky kraj;;;;;;
STATUDENT, s.r.o.;Stará Turá;Okres Nové Mesto nad Váhom;Trenčiansky kraj;;;;;;
lekáreň Tesco Trenčín;Trenčín;Okres Trenčín;Trenčiansky kraj;525,00;;;;;
Vivax Healthcare, s.r.o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;24 895,89;;0,00;0,00;406,28;872,56
Gunners;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
Pharmawell SK s.r.o.;Handlová;Okres Prievidza;Trenčiansky kraj;13,38;;;;;
Co-Labs, s.r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;0,00;0,00;;;;
ProLife Centrum, s.r.o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;0,00;;;;
LEKÁREŇ U POŠTÁRKY s.r.o.;Považská Bystrica;Okres Považská Bystrica;Trenčiansky kraj;0,00;0,00;;;;
AGEL Trade, s.r.o. - o.z.;Kočovce;Okres Nové Mesto nad Váhom;Trenčiansky kraj;0,00;0,00;;;;
LAUGARICIO PHARMACY, s.r.o.;Trenčín;Okres Trenčín;Trenčiansky kraj;830,00;0,00;;;;
Lekáreň Aurea;Rohovce;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Lekáreň Na križovatke;Sereď;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
lekáreň Tesco Trnava;Trnava;Okres Trnava;Trnavský kraj;525,00;;;;;
Fresenius Medical Care Slovensko, spol. s r. o;Piešťany;Okres Piešťany;Trnavský kraj;;;;;1 172,00;
MFC s.r.o.;Sereď;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Mgr.Oľga Hertlová,Lekáreň Kráľovská;Skalica;Okres Skalica;Trnavský kraj;;;;;;
Lekáreň Herba MV;Pata;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
Mgr.Ižová;Zavar;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
"PharmDr. Vilma Csémiová, Lekáreň u ""ANJELA""";Kľúčovec;Okres Dunajská Streda;Trnavský kraj;;;;;;
Mgr.Eva Sidóová-Lekáreň Amaryllis;Dunajská Streda;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Lekáreň Flóra;Horný Bar;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
FLOS TILIA,s.r.o.;Sereď;Okres Galanta;Trnavský kraj;0,00;0,00;;;;
vero pharm;Piešťany;Okres Piešťany;Trnavský kraj;0,00;0,00;;;;
Akustik plus, s.r.ol.;Trnava;Okres Trnava;Trnavský kraj;;;9 259,54;12 154,53;;
Mgr.Ivona Macánková-Lekáreň Veronika;Gbely;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
EURO MEDIUS, s.r.o.;Skalica;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
ALVENA,s.r.o;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Arteon sro;Dunajská Streda;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
Lekareň Andromeda;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Apotpharm s.r.o;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Medalex s.r.o.;Gabčíkovo;Okres Dunajská Streda;Trnavský kraj;0,00;0,00;;;;
pharmacy 4u;Dunajská Streda;Okres Dunajská Streda;Trnavský kraj;650,00;;;;;
Verbascum,s.r.o.;Moravský Svätý Ján;Okres Senica;Trnavský kraj;0,00;0,00;;;;
CANDE s.r.o.;Piešťany;Okres Piešťany;Trnavský kraj;45 039,00;0,00;38 302,00;6 737,00;;
Lekáreň u sv. Martina, s.r.o.;Suchá nad Parnou;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
vmvita;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
VIM-LEK s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
lekaren pri vahu;Piešťany;Okres Piešťany;Trnavský kraj;;;;;;
TvMedica s.r.o.;Trnava;Okres Trnava;Trnavský kraj;5 500,00;0,00;;;;
Saneca Pharmaceuticals a.s.;Hlohovec;Okres Hlohovec;Trnavský kraj;97 182,00;;;;;
LEKOCENTRUM s.r.o.;Senica;Okres Senica;Trnavský kraj;627,74;;;810,00;;
ALTHAEA s.r.o.;Hlohovec;Okres Hlohovec;Trnavský kraj;0,00;0,00;;;;
lekáreň Tesco Dunajská Streda;Dunajská Streda;Okres Dunajská Streda;Trnavský kraj;525,00;;;;;
EVERA SK s.r.o.;Kľúčovec;Okres Dunajská Streda;Trnavský kraj;;;;;;
PharmNova s.r.o;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
lekáreň Tesco Piešťany;Piešťany;Okres Piešťany;Trnavský kraj;525,00;;;;;
TH partners, s.r.o.;Trnava;Okres Trnava;Trnavský kraj;0,00;0,00;;;;
Lekáreň Skalica;Skalica;Okres Skalica;Trnavský kraj;0,00;0,00;;;;
Casen Recordati S.L, Španielsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Dr.Max Pharma Ltd.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Takeda France SAS, Francúzska republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Generics (U.K.) Limited, UK;Zahraničie;Zahraničie;Zahraničie;;;;;;
BGP Products Ltd., Veľká Británia;Zahraničie;Zahraničie;Zahraničie;6 188,00;0,00;;;;
M.C.M.Klosterfrau Healthcare s.r.o. Česká republika;Zahraničie;Zahraničie;Zahraničie;66 930,90;17 547,42;;;;
Lipomed GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Trommsdorff GmbH & Co.KG;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
McNeil Products Limited, Veľká Británia;Zahraničie;Zahraničie;Zahraničie;;;;;;
BIOCODEX, Francúzsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Aristo Pharma GmbH, SRN;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
AstraZeneca AB , Švédske kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
BGP Products B.V.;Zahraničie;Zahraničie;Zahraničie;22 140,80;5 734,45;;;;
Takeda GmbH, Nemecká spolková republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
BGP Products S.r.l., Taliansko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pierre Fabre Medicament s.r.o., Česká Republika;Zahraničie;Zahraničie;Zahraničie;55 997,00;14 567,00;8 256,90;;1 294,87;
Zakłady Farmaceutyczne Polpharma S.A.;Zahraničie;Zahraničie;Zahraničie;21 600,00;0,00;;;;
Dr. Max Pharma s.r.o.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
 Mylan S.A.S., FR;Zahraničie;Zahraničie;Zahraničie;;;;;;
Madaus GmbH ;Zahraničie;Zahraničie;Zahraničie;;;;;;
PFIZER EUROPE MA EEIG;Zahraničie;Zahraničie;Zahraničie;;;;;;
Innotech International;Zahraničie;Zahraničie;Zahraničie;;8 973,60;;;;
NORDIC Pharma, s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;7 000,00;305,00;;;;
Dr. Friedrich Eberth Arzneimittel GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Indivior Česko s.r.o.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Zakład Farmaceutyczny Adamed Pharma S.A., Poľsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Teofarma S.r.l., Taliansko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Ipsen Pharma;Zahraničie;Zahraničie;Zahraničie;;171 303,54;;;;
GlaxoSmithKline Vaccines S.r.l., Taliansko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Merck Santé s.a.s, Francúzsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Béres Pharmaceuticals Ltd.;Zahraničie;Zahraničie;Zahraničie;;16 468,80;;;;
Bioproject Europe Ltd., Írsko;Zahraničie;Zahraničie;Zahraničie;12 250,00;559,50;;;;
Janssen-Cilag International NV Belgicko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;29 310,00;;0,00;
ImunomedicA, a.s., Česká republika, 400 02 Ústí nad Labem, Chuderov 118;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;27 518,80;5 132,00;;
Gedeon Richter Plc.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
MUCOS Pharma GmbH Co. KG, Česká republika;Zahraničie;Zahraničie;Zahraničie;333 432,47;29 156,40;;;;
PHARMAGEN CZ s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Mylan Medical SAS, Francúzsko;Zahraničie;Zahraničie;Zahraničie;26 357,87;6 450,00;;;;
Indivior UK Limited;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Recordati Industria Chimica e Farmaceutica S.p.A., Taliansko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
PFIZER EUROPE MA EEIGPFIZER EU PFE MA EEIG;Zahraničie;Zahraničie;Zahraničie;;;;;;
Pabianickie Zakłady Farmaceutyczne Polfa S.A., Poľsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Gilead Sciences International Ltd., Cambridge, CB21 6GT, Veľká Británia;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Medi-Radiopharma Ltd., Hungary;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
ViiV Healthcare UK Limited, Spojené kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
AstraZeneca UK Limited;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Intercept Pharma Ltd, One, Glass Wharf, Bristol, BS2 0ZX, Spojené Kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Astellas Pharma s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;352 870,00;45 774,00;2 950,00;0,00;12 449,23;90,60
Pronova BioPharma Norge AS, Nórsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
WZF Polfa S.A.;Zahraničie;Zahraničie;Zahraničie;7 200,00;0,00;;;;
CHEPLAPHARM Arzneimittel GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Recordati Ireland Limited, Írsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
ÚJV Řež;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
CSL Behring GmbH;Zahraničie;Zahraničie;Zahraničie;48 100,00;0,00;3 400,00;;;
Pfizer Limited;Zahraničie;Zahraničie;Zahraničie;;;3 770,68;;49 025,91;
Novartis s.r.o.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;2 155,30;;;
Bayer Pharma AG;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;18 905,32;58 866,04;2 053,69;
BRISTOL-MYERS SQUIBB/PFIZER EEIG;Zahraničie;Zahraničie;Zahraničie;;;;;;
Astellas Pharma Europe B.V., Holandsko   ;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;93 527,00;14 882,00;113 246,36;50,00
Bayer Oy;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Amdipharm Limited, Írsko ;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
MEDA  Pharma GmbH;Zahraničie;Zahraničie;Zahraničie;;;;;;
HOSPIRA UK LIMITED;Zahraničie;Zahraničie;Zahraničie;;;;;;
Empower Pharma s.r.o.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Takeda Austria GmbH, Rakúska republika;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Merck Serono S.p.A, Taliansko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
GlaxoSmithKline Biologicals SA, Belgicko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pears Health Cyber, s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;11 203,80;;11 203,80;;;
Zeincro;Zahraničie;Zahraničie;Zahraničie;;;18 315,00;55 385,00;;
GlaxoSmithKline Pharmaceuticals SA, Poľsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
McNeil AB, Švédsko;Zahraničie;Zahraničie;Zahraničie;;;;;;
Pharmathen S.A., Grécko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Laboratoire HRA - PHARMA;Zahraničie;Zahraničie;Zahraničie;;21 538,97;;;;
Profarma-Produkt, s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;800,00;;;;
Herbacos Recordati s.r.o., Česká Republika;Zahraničie;Zahraničie;Zahraničie;153 848,42;29 745,20;;;;
esparma GmbH, SRN;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
URSAPHARM Arzneimittel GmbH;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
GSK Vaccines GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
"Tarchomińskie Zaklady Farmaceutyczne ""Polfa"" Spólka Akcyjna, Poľsko ";Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Adamed Czech Republic s.r.o.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Mylan Healthcare GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;24 000,00;9 937,70;;;;
Merck Selbstmedikation GmbH, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Laboratoires Besins International, S.A.S., Francie;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Medindex spol. s r.o.;Zahraničie;Zahraničie;Zahraničie;10 100,00;;1 900,00;;;
Cyathus Exquirere;Zahraničie;Zahraničie;Zahraničie;;7 953,60;;;;
LABORATOIRES THÉA, Francúzsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Glim Care s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;525,00;;;;
Warren Generics  s.r.o.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
INN-FARM d.o.o., Slovinsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Medreg s.r.o.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
VUAB Pharma a.s., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;13 728,15;;;;
Adamed Sp. z o.o., Poľsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Pierre Fabre Dermo-Cosmetique Tchequie, s.r.o., Česká republika;Zahraničie;Zahraničie;Zahraničie;0,00;1 454,37;;;;
Pfizer Corporation Austria, Gesellschaft m.b.H.;Zahraničie;Zahraničie;Zahraničie;;;;;;
Engelhard Arzneimittel Gmbh & Co.KG;Zahraničie;Zahraničie;Zahraničie;;;;;;
GlaxoSmithKline Trading Services Limited, Írsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
URSAPHARM spol. s r.o.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Omrix Biopharmaceuticals N.V., Belgicko;Zahraničie;Zahraničie;Zahraničie;;;;;;
BioMarin Europe Limited ;Zahraničie;Zahraničie;Zahraničie;1 300,00;0,00;;;7 200,00;
Merck KGaA, Nemecko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;1 676,61;;4 860,04;
INCYTE BIOSCIENCES UK LTD,Guildford Road, Leatherhead, Spojené Kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
VERTEX PHARMACEUTICALS - USA;Zahraničie;Zahraničie;Zahraničie;54,34;;;;;54,34
Nicobrand Limited, Spojené kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Glenmark Pharmaceuticals s.r.o., Hvězdova 1716/2b, Praha, Česká Republika;Zahraničie;Zahraničie;Zahraničie;0,00;77 868,02;;;;
Tillotts Pharma Czech s.r.o.;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Merck Serono Europe Ltd., Veľká Británia;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Glaxo Group Limited, Spojené kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Takeda Pharma A/S, Dánske kráľovstvo;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
MedImmune, LLC Holandsko;Zahraničie;Zahraničie;Zahraničie;0,00;0,00;;;;
Laboratoire HRA Pharma, France;Zahraničie;Zahraničie;Zahraničie;;;;;;
Medana Pharma S.A, Poľsko;Zahraničie;Zahraničie;Zahraničie;7 200,00;0,00;;;;
MEDA AB;Zahraničie;Zahraničie;Zahraničie;;;;;;
Mgr. Štefan Turiak - Lekáreň Salvator;Čadca;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
PharmDr.Daniela Poláčková;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Oravská poliklinika Námestovo;Námestovo;Okres Námestovo;Žilinský kraj;0,00;0,00;;;;
Fakultná nemocnica s poliklinikou Žilina;Žilina;Okres Žilina;Žilinský kraj;;1 456,40;;;;1 456,40
Liptovská nemocnica s poliklinikou MUDr. Ivana Stodolu Liptovský Mikuláš;Liptovský Mikuláš;Okres Liptovský Mikuláš;Žilinský kraj;1 616,14;0,00;;;;
HBM Pharma s.r.o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
BB Pharma s.r.o.;Martin;Okres Martin;Žilinský kraj;980,00;;;;;
Vitalis, s.r.o.;Liptovský Mikuláš;Okres Liptovský Mikuláš;Žilinský kraj;;;;8 709,00;;
PharmDr. Ivica Blahútová-Lekáreň Tilia 3;Likavka;Okres Ružomberok;Žilinský kraj;0,00;0,00;;;;
Hu-Fa Dental s.r.o.;Čadca;Okres Čadca;Žilinský kraj;;380,00;;;;
DVZ, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
FARMACIA spol. s r.o.;Námestovo;Okres Námestovo;Žilinský kraj;0,00;0,00;;;;
Lekáreň Lietavská Lúčka, s.r.o.;Lietavská Lúčka;Okres Žilina;Žilinský kraj;;;;;;
Argentum s.r.o.;Čadca;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
ORTOSPINE,s.r.o.-Výdajňa zdravotníckych pomôcok;Ružomberok;Okres Ružomberok;Žilinský kraj;20 000,00;;400,00;;0,00;
Lekáreň SILOE, s.r.o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Lekáreň KAMILKA Čadca, s.r.o.;Stará Bystrica;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
Lekáreň pri mlyne,s.r.o;Krásno nad Kysucou;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
Pharmcentrum,s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
Lekáreň Anna-Mária;Krásno nad Kysucou;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
Senium Medica s.r.o.;Martin;Okres Martin;Žilinský kraj;19 998,00;;;;;
Profipharma s.r.o;Rudina;Okres Kysucké Nové Mesto;Žilinský kraj;5 750,00;629,52;;;;
PHAREX, s.r.o.;Martin;Okres Martin;Žilinský kraj;9 087,30;704,70;;;;
lekáreň CARITAS, s.r.o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Novomedic,s.r.o.;Čadca;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
Pill store s.r.o;Ružomberok;Okres Ružomberok;Žilinský kraj;;;;;;
Farmácia Martin a.s.;Martin;Okres Martin;Žilinský kraj;;;;;;
UVEA MEDIKLINIK, s.r.o.;Martin;Okres Martin;Žilinský kraj;5 200,00;;;;;
Lekáreň Mandragpra  ZA, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;929,00;;;929,00;;0,00
Lekáreň Košťany s.r.o.;Košťany nad Turcom;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Lekáreň ANNA MÁRIA plus, s.r.o..;Oščadnica;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
Lekáreň U Štefánika, s.r.o.;Žilina;Okres Žilina;Žilinský kraj;0,00;0,00;;;;
PharmDr.Alena sidorová;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
Lekáreň VIA NATURA;Dolný Kubín;Okres Dolný Kubín;Žilinský kraj;0,00;0,00;;;;
4Medica s.r.o.;Čadca;Okres Čadca;Žilinský kraj;0,00;0,00;;;;
Demropolis s.r.o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
ELVA Pharma SLOVAKIA s.r.o.;Žilina;Okres Žilina;Žilinský kraj;6 600,00;1 260,00;;;410,00;1 520,00
AtB Pharma, s.r.o.;Martin;Okres Martin;Žilinský kraj;0,00;0,00;;;;
LEKÁREŇ NITRIANSKE RUDNO s. r. o.;Nitrianske Rudno;Okres Prievidza;Trenčiansky kraj;0,00;0,00;;;;
Farm NM, s. r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMAMEX, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMASPOL, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
SANTÉ s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMAKOM Prešov, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMALEX, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PharmDr. Henrieta Hazuchová;Preseľany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
BAPHARM spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
MVDr. Igor Rohoň, Farmake Plus s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PHARMACY - ZV, spol. s r. o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
FARMDIS, spol. s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
